1,1,0,70,0,125,P2
1,1,1,100,0,139,P2
1,1,2,48,0,153,P2
1,1,3,24,0,108,P2
1,1,4,94,0,115,P2
1,1,5,48,0,112,P2
1,1,6,92,0,104,P2
1,1,7,76,0,108,P2
1,1,8,36,0,109,P2
1,1,9,130,15,104,P2
1,1,10,110,0,116,P2
1,1,11,82,0,119,P2
1,1,12,68,0,110,P2
1,1,13,80,0,114,P2
1,1,14,86,12,106,P2
1,1,15,84,0,113,P2
1,1,16,64,0,126,P2
1,1,17,70,0,102,P2
1,1,18,94,14,142,P2
1,1,19,114,0,153,P2
1,1,20,82,0,129,P2
1,1,21,106,19,132,P2
1,1,22,96,0,111,P2
1,1,23,104,0,129,P2
1,1,24,40,0,102,P2
1,1,25,54,0,100,P2
1,1,26,60,0,109,P2
1,1,27,100,0,132,P2
1,1,28,46,0,107,P2
1,1,29,146,0,125,P2
1,1,30,112,13,139,P2
1,1,31,70,0,129,P2
1,1,32,136,20,108,P2
1,1,33,188,0,150,P2
1,1,34,78,0,130,P2
1,1,35,50,0,134,P2
1,1,36,100,0,121,P2
1,1,37,68,0,106,P2
1,1,38,90,0,106,P2
1,1,39,50,0,132,P2
1,1,40,98,0,117,P2
1,1,41,28,0,102,P2
1,1,42,64,0,103,P2
1,1,43,74,0,105,P2
1,1,44,172,16,139,P2
1,1,45,114,0,111,P2
1,1,46,78,0,109,P2
1,1,47,108,0,137,P2
1,1,48,34,0,103,P2
1,1,49,54,0,123,P2
1,1,50,70,0,100,P2
1,1,51,82,0,139,P2
1,1,52,94,0,125,P2
1,1,53,52,0,110,P2
1,1,54,86,0,104,P2
1,1,55,130,0,112,P2
1,1,56,70,0,114,P2
1,1,57,42,0,100,P2
1,1,58,50,0,148,P2
1,1,59,60,0,100,P2
1,1,60,42,49,116,P2
1,1,61,104,19,131,P2
1,1,62,80,0,123,P2
1,1,63,72,0,118,P2
1,1,64,148,10,131,P2
1,1,65,48,0,119,P2
1,1,66,106,4,113,P2
1,1,67,64,0,102,P2
1,1,68,42,0,119,P2
1,1,69,86,0,124,P2
1,1,70,72,0,114,P2
1,1,71,88,0,107,P2
1,1,72,90,18,103,P2
1,1,73,84,0,123,P2
1,1,74,54,0,135,P2
1,1,75,74,0,110,P2
1,1,76,80,0,135,P2
1,1,77,90,0,104,P2
1,1,78,102,0,101,P2
1,1,79,56,0,135,P2
1,1,80,44,0,126,P2
